artist,song,album,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin
Daryl Hall & John Oates,I Can't Go For That (No Can Do) - (Original Version) - Remastered,Dance Vault Remixes - I Can't Go For That (No Can Do),7kGNhBIxjRktW7TrnUMBUw,0.889,0.462,0,-8.768,0,0.0356,0.0379,0.00236,0.0356,0.966,110.586,307173,4,0
Front 242,Headhunter V1.0,FRONT BY FRONT,71OeleUvvObLd3jnN8DhwU,0.846,0.888,6,-8.74,1,0.0618,0.00152,0.582,0.0992,0.833,123.028,301240,4,0
Echo & the Bunnymen,Lips Like Sugar,"Me, I'm All Smiles",2PsEMYGjL5Gnvv3kC8ZDUU,0.461,0.828,4,-10.413,1,0.0424,0.2,0.000301,0.808,0.619,130.354,295560,4,0
Zeromancer,Clone Your Lover,100 Gothic & Industrial For Vampires & Halloween,14v8Z7ou5uB8lmMgmzwtrV,0.541,0.921,1,-6.861,1,0.0354,9.73e-05,0.103,0.0967,0.387,115.014,228933,4,0
Lacuna Coil,Swamped,Comalies (Deluxe Edition),4suxjp5lx3gNQxuEeC1AhC,0.464,0.842,9,-4.077,1,0.0405,0.00035,0.0196,0.111,0.281,142.126,240400,4,0
Des'ree,You Gotta Be,Supernatural,5Z8kUbnUQqBUzM5FsBNOAl,0.663,0.753,0,-7.061,1,0.0379,0.176,0.0,0.105,0.484,94.06,240067,4,0
BBMAK,Out Of My Heart,Into Your Head,3i18dmoH6qfcfFG7ctRlFL,0.533,0.909,10,-3.922,1,0.0351,0.00523,5.49e-06,0.337,0.545,123.425,243787,4,0
Flyleaf,Set Me On Fire,Between The Stars,2IHis3G514vLfCnJUjkW21,0.495,0.917,7,-3.142,1,0.116,0.0725,0.0,0.192,0.515,95.153,217690,4,0
Flyleaf,Magnetic,Between The Stars,3UMuQCHQPTP30xEjLzoHAQ,0.595,0.87,2,-3.969,0,0.0839,0.121,0.0,0.185,0.745,90.079,221348,4,0
Flyleaf,Traitor,Between The Stars,5kOPDvWmYWTAhv5sve6Obf,0.455,0.898,10,-3.676,1,0.196,0.0797,0.0,0.156,0.65,168.097,179549,4,0
Flyleaf,Head Under Water,Between The Stars,2XJyadSaiViWsXb0U4uqne,0.538,0.856,0,-5.024,0,0.0637,0.00882,0.0,0.41,0.272,121.009,170856,4,0
Flyleaf,Great Love,New Horizons,6GMcilaph0VhFnFm05TRNJ,0.504,0.871,6,-4.154,0,0.0356,0.0116,2.04e-06,0.204,0.379,133.021,220840,4,0
Flyleaf,Bury Your Heart,New Horizons,0Y49LzeAMa6lyrK2s62v5c,0.508,0.857,6,-5.182,1,0.0383,0.00116,3.62e-05,0.0992,0.316,125.95,214733,4,0
Flyleaf,Freedom,New Horizons,2W6xLXgSiCg8tarbPj4ssc,0.451,0.97,2,-2.924,1,0.0821,0.000123,0.0,0.299,0.385,121.0,199093,3,0
Flyleaf,Saving Grace,New Horizons,67IcKElEdA7nx5PHfW6tI5,0.448,0.948,6,-3.903,1,0.039,8.94e-05,0.000373,0.073,0.331,152.054,224427,4,0
Flyleaf,Stand,New Horizons,1GAQRqxhTGom3vX6LY5N3H,0.428,0.934,9,-4.186,0,0.0436,0.000268,0.0,0.145,0.262,140.058,220160,4,0
Flyleaf,Green Heart,New Horizons,0mGefmMPY0MsG2fyOztKml,0.443,0.994,1,-3.059,1,0.115,4.65e-05,0.0,0.441,0.224,123.003,163080,3,0
Flyleaf,Broken Wings,New Horizons,72IYthveqVwcctA5yrGNKL,0.359,0.862,9,-4.172,1,0.0369,0.00288,0.131,0.253,0.288,166.177,214173,4,0
Flyleaf,Justice & Mercy (Violent Love Version),Remember To Live,0LrG37DcJCFbK8UuKhhCGB,0.45,0.577,3,-7.787,1,0.035,0.138,9.56e-06,0.153,0.588,118.964,159907,4,0
Flyleaf,Okay,Remember To Live,4LqWGyObfPHwYVTzMSpZsA,0.681,0.817,2,-5.532,0,0.0303,0.154,0.0,0.143,0.486,123.488,143947,4,0
Flyleaf,Amy Says,Remember To Live,2CcpyG2gyFmmlaIE0sO27o,0.508,0.877,0,-5.416,1,0.0275,0.0217,5.07e-05,0.124,0.444,149.015,217947,4,0
Flyleaf,Dear My Closest Friend,Remember To Live,4NGPmvg2XygCfwlGQpzASW,0.595,0.544,0,-7.625,1,0.0262,0.073,0.0,0.0858,0.209,134.132,149547,4,0
Flyleaf,Light In Your Eyes,Remember To Live,7FCwiuWa5tvFc73c13fBJ2,0.453,0.587,7,-8.035,1,0.0327,0.0428,0.0,0.119,0.455,129.924,235253,4,0
Flyleaf,Believe In Dreams,Remember To Live,7LHXqGF5LWLHoBCiEOvq6x,0.382,0.302,2,-10.862,1,0.0331,0.0285,0.000145,0.111,0.256,135.076,267840,4,0
Flyleaf,Beautiful Bride,Memento Mori,25ACAWFEyfNtAXgm8ykhlK,0.581,0.886,2,-4.793,0,0.0331,0.0113,0.0,0.359,0.395,96.992,183187,4,0
Flyleaf,Again,Memento Mori,2pxv6lQNPkh3pxCUu3kPE2,0.417,0.973,5,-3.746,1,0.103,0.000177,0.0,0.354,0.472,156.041,184920,3,0
Flyleaf,Chasm,Memento Mori,7IELBBZwEB8GXzSaMI4Cq5,0.371,0.862,2,-4.729,1,0.0529,0.000871,0.0,0.216,0.329,158.972,173613,4,0
Flyleaf,Missing,Memento Mori,0NdrF1zWcuK3Truu6ZNcJD,0.469,0.922,7,-3.574,1,0.062,0.000273,2.15e-05,0.351,0.287,136.994,174440,4,0
Flyleaf,This Close,Memento Mori,11SI0OkmNFak8xyj3coHPN,0.481,0.936,1,-4.164,1,0.0587,0.00323,0.000107,0.186,0.426,148.174,199933,4,0
Flyleaf,The Kind,Memento Mori,1pmjWLQU0wL3OTaOcq1li7,0.569,0.951,2,-4.694,1,0.0661,0.023,0.0,0.38,0.0777,127.065,166880,4,0
BBMAK,Back Here,Sooner Or Later,6znv7i4Wif5fLwI6OjKHZ4,0.624,0.945,7,-3.109,1,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200,4,0
Bigod 20,The Bog,Steel Works!,6vfzTgsEdN30THva2kGqSV,0.634,0.887,1,-10.694,1,0.0418,0.00137,0.00329,0.0583,0.582,121.685,330867,4,0
Gnarls Barkley,The Boogie Monster,St. Elsewhere,6Gth28s3RFaz7JBeQwznZi,0.8,0.603,4,-6.648,0,0.0332,0.652,0.47,0.188,0.92,103.984,170453,4,0
Gwen Stefani,Cool,Love Angel Music Baby,1oPHQirLVcgj85NWdiyuJD,0.707,0.726,2,-3.515,1,0.0279,0.0315,0.000221,0.359,0.809,112.026,189280,4,0
No Doubt,Dark Blue,Return Of Saturn,1bBBtMNXBkhM72pcyOcVya,0.691,0.522,7,-6.387,0,0.0288,0.149,0.000485,0.0685,0.361,127.004,275480,4,0
Lacuna Coil,Daylight Dancer,Comalies,4EnbEcYpoGQAIGNLaZa4Nn,0.46,0.874,6,-3.299,0,0.0298,9.89e-05,0.231,0.0405,0.0699,110.146,230333,4,0
Lacuna Coil,Devoted,Karmacode,7EdBtVB7W6k4uoWQBiIZoP,0.279,0.802,4,-6.225,1,0.0543,0.000118,0.52,0.0561,0.321,176.075,232720,4,0
Queens of the Stone Age,Do It Again,Songs For The Deaf,6kPM1rdDqqPdPMZSzXNwNV,0.419,0.814,0,-5.738,1,0.402,0.454,0.00177,0.527,0.345,132.638,244840,4,0
Garbage,Dog New Tricks,Garbage (20th Anniversary Deluxe Edition/Remastered),7saSKdV5dhnh206Mw82GR2,0.496,0.94,0,-5.087,1,0.0406,1.87e-05,0.736,0.085,0.628,124.232,237307,4,0
Dido,Don't Think of Me,No Angel,3iDWUSyt9bLQa6F0rg85u9,0.507,0.605,8,-7.954,0,0.0298,7.15e-05,2.12e-06,0.0871,0.232,93.898,272360,4,0
Marilyn Manson,The Dope Show,Lest We Forget - The Best Of,6dpWbwQ4ZGNSW6q4yKCiRZ,0.556,0.734,4,-6.337,0,0.0398,8.01e-06,0.00102,0.32,0.335,134.949,220933,4,0
Marilyn Manson,The Beautiful People,Lest We Forget - The Best Of,3Kw4KEYQg6JaqUD8ZgAwz6,0.609,0.95,9,-4.898,1,0.116,0.00423,0.06,0.0433,0.771,144.017,222773,4,0
Fuel,Down,Something Like Human,01rQTQ17meSwW9qCMy5MWj,0.285,0.95,9,-3.83,1,0.245,0.000187,0.000587,0.11,0.182,114.045,212440,4,0
Gwen Stefani,Early Winter,The Sweet Escape,1iHVwGKN7PKwIrj4X0erON,0.602,0.805,11,-5.933,1,0.0316,0.0957,0.0032,0.151,0.435,111.997,284787,4,0
Red Hot Chili Peppers,Emit Remmus,Californication,72PfyhTg1qeoofRWfcyOan,0.354,0.964,5,-1.822,0,0.0973,5.08e-05,0.203,0.326,0.526,113.079,240200,4,0
Lacuna Coil,Entwined,Comalies,1CDtubxjXS2ehgdOIWzZ0X,0.393,0.708,2,-2.967,1,0.0304,0.00416,0.0547,0.455,0.477,145.986,239560,4,0
Blue October,Everlasting Friend,Foiled,5SVsjj2qEr2Oj0iW8GvQiQ,0.661,0.646,7,-7.272,1,0.0391,0.188,2.29e-06,0.2,0.609,93.032,245800,4,0
No Doubt,Ex-Girlfriend,Return Of Saturn,5ECMRJbRlj0FZRg9cRg94m,0.546,0.907,4,-4.117,0,0.09,0.0135,0.00232,0.169,0.654,173.178,212400,4,0
Saliva,Faultine,Every Six Seconds,188WmhN2UxHFfRSAxV3OV1,0.454,0.854,1,-4.865,0,0.0364,6.02e-05,0.000524,0.281,0.537,157.824,229692,4,0
Snow Patrol,Gleaming Auction,Final Straw,6a7CBWfp3zx6C6F6ik82C2,0.61,0.861,11,-5.642,0,0.038,0.000856,0.0145,0.174,0.73,136.031,123813,4,0
The Weepies,Gotta Have You,Say I Am You,0YNNfiKJb4yqUDtCcX1cHK,0.678,0.363,11,-10.9,1,0.0318,0.872,0.000101,0.0798,0.543,75.004,199787,5,0
John Mayer,Gravity,Continuum,3SktMqZmo3M9zbB7oKMIF7,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3,0
Saliva,Greater Than/Less Than,Every Six Seconds,7lkXRZ5Z6ydeeYcCrrqLno,0.445,0.834,9,-4.384,1,0.0331,0.000282,0.507,0.202,0.0648,107.022,290493,4,0
Gwen Stefani,Harajuku Girls,Love Angel Music Baby,5AFxE1OMxVHLcH5PYRfmcg,0.871,0.82,3,-4.42,0,0.0647,0.0932,0.0,0.113,0.838,114.007,290520,4,0
Sydney Lucas,Ring of Keys,Fun Home (A New Broadway Musical),2zTjKIhgvU7mt6pbkWdzhi,0.451,0.267,9,-12.362,1,0.0415,0.637,0.0,0.0894,0.331,138.202,187120,4,0
Lacuna Coil,Heaven's a Lie,Comalies,0I7y3aEavUHgkt4aCreBDa,0.426,0.881,4,-3.458,0,0.0403,0.0011,0.00279,0.124,0.384,140.004,286533,4,0
Dido,Here With Me,No Angel,5kj1AhJxSUums4ddBEaMhT,0.551,0.578,11,-7.973,0,0.0273,0.0876,7.73e-06,0.0757,0.364,83.358,255427,4,0
No Doubt,Hey Baby,The Singles Collection,0ySdXfvOy7zCc59yz2Dx8q,0.597,0.86,11,-3.959,0,0.205,0.0588,0.0,0.266,0.759,187.338,206760,4,0
Dido,Honestly Ok,No Angel,77Rs047lC74BzcNm2VS4hX,0.606,0.589,7,-9.163,0,0.0529,0.147,0.0298,0.193,0.535,180.976,277533,4,0
Lacuna Coil,Humane,Comalies,2Zm431XQvXekPBztL2CgM8,0.405,0.802,7,-2.848,0,0.034,0.00125,0.135,0.13,0.187,120.038,252893,4,0
Dido,I'm No Angel,No Angel,7eHX8TjLXoMeofytWuDYyE,0.835,0.622,9,-8.036,0,0.0312,0.0702,0.00511,0.1,0.783,99.534,235560,4,0
John Mayer,I Don't Trust Myself (With Loving You),Continuum,7peh6LUcdNPcMdrSH4JPsM,0.842,0.384,9,-11.384,0,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013,4,0
Red Hot Chili Peppers,I Like Dirt,Californication (Deluxe Edition),2bo1tTjK87OHKKUDFthqHx,0.712,0.969,4,-1.503,0,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627,4,0
The White Stripes,Icky Thump,Icky Thump,09QZAEmdbq28OaNyqTOEvY,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533,4,0
Lacuna Coil,In Visible Light - live at Wacken 2007,"Visual Karma (Body, Mind and Soul) - Live at Wacken 2007",79Ir4I9zwCiF9K8UxqtEbs,0.413,0.866,4,-2.924,1,0.0381,0.000305,6.73e-06,0.838,0.163,139.917,244467,4,0
Dido,Isobel,No Angel,7GCxSynx3PNxXXrVrmGvkx,0.676,0.397,10,-9.777,0,0.029,0.157,5.6e-05,0.11,0.252,136.029,234107,4,0
Disturbed,Liberate,Believe,2tMLPDIY5H1zICjyDLMXeT,0.549,0.99,3,-4.358,0,0.0752,3.78e-05,0.000837,0.343,0.493,124.075,206893,4,0
Garbage,Milk,Absolute Garbage (Special Edition),3p5S0XHbYsTIJOqftXsCIn,0.54,0.802,4,-6.118,0,0.0269,0.071,0.000942,0.227,0.568,95.056,229667,4,0
Marilyn Manson,mOBSCENE,The Golden Age Of Grotesque,4Ppy0KysTPcXyzyP5JiJDx,0.548,0.954,9,-4.008,1,0.0806,5.49e-05,0.000137,0.245,0.488,130.086,205720,4,0
Kings of Leon,Molly's Chambers,Youth And Young Manhood,5n0zgoPE7NJq1E8mbQd4Q6,0.596,0.899,11,-3.967,1,0.0504,0.232,3.98e-06,0.212,0.939,146.448,134907,4,0
Garbage,My Lover's Box,Garbage (20th Anniversary Deluxe Edition/Remastered),5HCiZU6LSLNNu97kgWB2CF,0.52,0.854,7,-4.444,0,0.0315,8.77e-05,0.0329,0.185,0.67,104.211,235160,4,0
No Doubt,New,The Singles Collection,1j3ZbU1C31BfvSLQsPqbLi,0.51,0.802,1,-5.583,0,0.0413,0.155,0.0,0.0781,0.264,169.966,264253,4,0
Marilyn Manson,The Nobodies,Lest We Forget - The Best Of,1HzkkW4fnMHzjRW9PROyPt,0.466,0.869,4,-3.993,1,0.0554,3.76e-05,6.6e-05,0.0475,0.25,150.029,215907,4,0
Lacuna Coil,Our Truth,Karmacode,6vS5siwSidItcWFXskcpAA,0.506,0.724,0,-7.086,1,0.0281,0.000114,0.628,0.151,0.0697,102.037,243107,4,0
Depeche Mode,Personal Jesus - 2006 Remaster,"The Best of Depeche Mode, Volume 1",3a26VAAeeZ9BMKbdXKFhj9,0.689,0.844,10,-5.519,0,0.0348,0.0963,0.00852,0.0621,0.772,129.973,225040,4,0
Marilyn Manson,Personal Jesus,Lest We Forget - The Best Of,0Y3uvjA2ssDylY2h5oiB7T,0.578,0.94,4,-5.273,0,0.137,0.000224,0.00623,0.699,0.246,130.134,246667,4,0
Marilyn Manson,The Reflecting God,Lest We Forget - The Best Of,3s5iP7A8jiEdNmRqNFCrdA,0.483,0.953,9,-5.051,1,0.178,0.000122,0.754,0.462,0.251,170.023,336493,4,0
No Doubt,Running,Rock Steady,1wOYurSROnaaK8516lfK6W,0.708,0.583,0,-7.018,1,0.0262,0.191,1.54e-05,0.0883,0.38,113.12,241760,4,0
Flogging Molly,Salty Dog,Swagger,3YAsRYkaS9jUoMpTmjs0oh,0.285,0.942,7,-6.555,1,0.106,0.00976,9.07e-05,0.408,0.744,159.897,141427,4,0
Snow Patrol,Same,Final Straw,1i5c5PXgKEBQbMTgaIQwqn,0.544,0.459,5,-8.821,1,0.0264,0.264,0.16,0.179,0.195,129.058,235747,3,0
Red Hot Chili Peppers,Savior,Californication (Deluxe Edition),0O8RjwNco465s5o9Ix9IYj,0.241,0.824,0,-2.785,1,0.0479,0.00124,5.83e-06,0.0955,0.2,83.663,292400,4,0
Lacuna Coil,Self Deception,Comalies,4Q6f9HqFcXzWQtHyvhVOLA,0.486,0.961,7,-3.208,0,0.0536,0.000171,0.25,0.311,0.604,140.055,211973,4,0
Zeromancer,Send Me An Angel,100 Gothic & Industrial For Vampires & Halloween,0f7QAssxKzexRC27dDuub8,0.597,0.672,2,-6.15,0,0.0356,3.65e-05,0.0455,0.372,0.265,130.038,237960,4,0
Gwen Stefani,Serious,Love Angel Music Baby,19HLwdC5QHZKixUvsdGPJx,0.791,0.844,9,-2.435,0,0.0365,0.131,1.18e-05,0.0347,0.789,109.606,286760,4,0
Shiny Toy Guns,Shaken,We Are Pilots,1EaQBZkk1sEO20UL2sfk27,0.434,0.529,8,-5.138,1,0.0291,0.0125,0.0,0.113,0.0889,130.92,223280,4,0
Dido,Slide,No Angel,6zUNg7tJFiM2n3GI71EJWG,0.595,0.476,4,-8.668,0,0.0231,0.311,0.00142,0.087,0.375,90.775,292600,4,0
Gnarls Barkley,Smiley Faces,St. Elsewhere,3y9p60VKSjscT2M2de0uz8,0.562,0.886,10,-2.448,0,0.0367,0.00759,0.0,0.312,0.636,86.999,185413,4,0
Saliva,Storm,Back Into Your System,5noFldXMzT9SbvgCvyen2L,0.353,0.845,4,-3.932,1,0.0721,0.00198,0.0,0.108,0.323,172.082,261373,4,0
Gnarls Barkley,Storm Coming,St. Elsewhere,0afDVuVu6iMIhU2zQ5lfPF,0.597,0.986,9,-2.969,0,0.13,0.0113,0.000308,0.274,0.857,150.018,188160,4,0
Marilyn Manson,Tainted Love,Lest We Forget - The Best Of,0cOyhnhy13lc5G5nr4EF0q,0.637,0.95,8,-4.4,1,0.109,0.00104,7.35e-06,0.288,0.511,142.018,200067,4,0
Lacuna Coil,Tight Rope,Comalies,4ELHk26fjscfQpmKHV0gLe,0.436,0.947,6,-3.308,0,0.0724,0.000104,0.143,0.336,0.367,142.068,255200,4,0
Foo Fighters,Times Like These,Greatest Hits,4xanWVQIzdCf51mg8cd1cQ,0.36,0.905,4,-3.808,0,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,267973,4,0
Lacuna Coil,To the Edge,Karmacode,1ljUMhT0vIaNhMRrf8RYXr,0.517,0.596,4,-6.781,1,0.0292,3.27e-05,0.00191,0.0959,0.0945,110.021,201907,4,0
Gnarls Barkley,Transformer,St. Elsewhere,5Z0rPNrQjVL1OpUozUCCRH,0.543,0.954,7,-3.859,1,0.44,0.00461,1.2e-06,0.683,0.799,162.031,137933,4,0
No Doubt,Trapped In A Box,No Doubt,0aqmgKRH04ItzeBUxlujCD,0.691,0.573,4,-12.651,0,0.0755,0.231,6.32e-05,0.716,0.687,131.817,202293,4,0
Lacuna Coil,Unspoken,Comalies,3RaxN3FA8bvtjHPBEaDnID,0.452,0.885,5,-2.29,0,0.045,0.00618,7.69e-05,0.135,0.593,106.102,217667,4,0
Portishead,Wandering Star,Dummy,7h14W1uQK7sjpVI1oVTobt,0.639,0.37,6,-10.883,1,0.0723,0.504,0.587,0.117,0.707,80.152,293200,4,0
Shiny Toy Guns,We Are Pilots,We Are Pilots,29bO9mtroMXBjCBH7Pbbwq,0.596,0.825,6,-5.407,0,0.0368,0.0455,0.00118,0.108,0.426,101.993,254867,4,0
Saliva,Weight Of The World,Back Into Your System (Explicit Version),6X2MDg2350Z7UMYSNjSjUy,0.383,0.888,5,-4.611,0,0.0817,0.000894,8.58e-06,0.089,0.387,180.079,268067,4,0
Lacuna Coil,What I See,Karmacode,5MZFXKHRKB59gb7KZPAaBi,0.503,0.715,0,-6.463,1,0.0258,3.92e-06,0.833,0.141,0.183,103.98,221093,4,0
Lifehouse,Whatever It Takes,Who We Are,3nzL5CIQiCEt6jRt1AlQ9d,0.439,0.874,0,-4.165,1,0.0299,0.00571,0.0,0.176,0.527,150.036,207240,4,0
Gnarls Barkley,Who Cares?,St. Elsewhere,7AdsGzEPnPWqpzA2qax2Z1,0.703,0.883,10,-5.603,0,0.144,0.115,1.52e-05,0.45,0.908,163.986,147880,4,0
Lacuna Coil,Within Me,Karmacode,23iFER67b8UKCW67hQTJOs,0.284,0.528,9,-6.838,0,0.0307,0.0048,0.0191,0.113,0.116,106.616,218907,4,0
Lacuna Coil,Without Fear,Karmacode,7rczpwobym4Vi0tOb2iINf,0.394,0.615,11,-7.069,1,0.0308,0.000917,0.00556,0.101,0.232,90.004,239733,4,0
Flogging Molly,The Worst Day Since Yesterday,Swagger,0ZkLBauXOMQLQAdzQKawSl,0.338,0.49,2,-7.634,1,0.0341,0.257,3.34e-06,0.241,0.341,138.165,218787,4,0
Snow Patrol,Wow,Final Straw,2cAMcIVnAt4vyObDAwY10j,0.474,0.928,9,-5.681,1,0.0471,5.83e-05,0.0136,0.0849,0.306,142.999,242027,4,0
Keane,Your Eyes Open,Hopes and Fears (Deluxe Edition),6l9pwZPZI6sY6VjktYjA77,0.539,0.698,7,-8.287,1,0.0293,0.000366,0.000145,0.308,0.515,129.999,202720,4,0
Cat Power,Cross Bones Style,Moon Pix,4DppGM42Nkckgnv4uJVLze,0.515,0.64,6,-9.799,1,0.0426,0.775,0.0562,0.112,0.314,111.157,272200,4,0
Andy Grammer,Good To Be Alive (Hallelujah),Magazines Or Novels (Deluxe Edition),1fMEUGs5CvRv0VrcJlQITt,0.784,0.882,5,-3.646,1,0.0451,0.0377,0.0,0.65,0.699,120.017,189870,4,0
P!nk,The Truth About Love,The Truth About Love,0QVuVKmTRpUJq4MmvodGox,0.735,0.791,1,-4.481,0,0.0754,0.00228,0.000109,0.133,0.903,131.982,228467,4,0
Staind,Right Here,The Singles,4IuKm1ySdaB7XJRXJIfAvY,0.492,0.646,10,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933,4,0
The Veronicas,Untouched,Hook Me Up (US Version),0KlahhzNb98zyN83Vwae0l,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,4,0
The Ting Tings,Hands,Sounds From Nowheresville,7sLAbo70sbdLXGog7X82tu,0.777,0.897,7,-3.744,0,0.0304,0.0279,7.28e-06,0.146,0.798,129.971,199400,4,0
Panic! At The Disco,Emperor's New Clothes,Death of a Bachelor,3px2rAPu74ltbkf9eZsZ8h,0.562,0.904,1,-4.947,1,0.0807,0.00302,0.0,0.0433,0.651,94.481,158667,4,0
The Breeders,Cannonball,Last Splash,51m0PrZokFZNk5b5xptyzC,0.498,0.685,3,-11.795,1,0.0394,0.00971,0.775,0.365,0.765,112.49,215573,4,0
Rasputina,Transylvanian Concubine,Transylvanian Regurgitations,32ld9N8e1101MHfc1vNPIV,0.258,0.585,5,-6.969,1,0.0403,0.502,0.00117,0.289,0.442,155.103,167600,3,0
The Weeknd,Starboy,Starboy,2IY7eOUDjw2ArKYxKa2jXc,0.682,0.592,7,-7.033,1,0.281,0.169,5.49e-06,0.136,0.5,186.041,230467,4,0
Laura Marling,Devil's Spoke,I Speak Because I Can,3dhLTGgw1EvjXExJYxTfWw,0.447,0.568,2,-9.172,1,0.0423,0.473,0.00028,0.0824,0.309,117.561,218188,4,0
King Harvest,Dancing in the Moonlight,Dancing in the Moonlight,0q21FNwES2bbtcduB6kjEU,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,181133,4,0
Blues Traveler,Run-Around,Travelogue: Blues Traveler Classics,3y8rEUEUdmAcPCpPoLotnO,0.591,0.907,7,-5.648,1,0.0837,0.0675,0.0,0.0903,0.817,151.961,280093,4,0
John Mayer,Daughters,Heavier Things,5FPnjikbwlDMULCCCa6ZCJ,0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,237907,3,0
Thirty Seconds To Mars,The Kill,A Beautiful Lie,0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,0
Panic! At The Disco,London Beckoned Songs About Money Written by Machines,A Fever You Can't Sweat Out,0N90pptABhFyr1axONlIEB,0.513,0.934,4,-3.347,0,0.163,0.0433,0.0,0.832,0.591,169.907,203613,4,0
The Killers,All These Things That I've Done,Hot Fuss,0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,301573,4,0
Paramore,Misguided Ghosts,Brand New Eyes,2VYqkb77OjToeRAnMNd4yU,0.567,0.266,0,-11.217,1,0.0343,0.73,4.91e-05,0.116,0.236,106.46,181507,4,0
Sugar Ray,Someday - Remastered,The Best Of Sugar Ray,6NcHJ23mLQKnVxQcOmT7JW,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4,0
Sugar Ray,Fly,Floored,3uPfVXcjnpOjyzI3jb3js4,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,244640,4,0
Fall Out Boy,Immortals,American Beauty/American Psycho,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4,0
3 Doors Down,It's Not My Time,3 Doors Down,0uybt73QFXaLCoxuVf6fhm,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4,0
Shinedown,State of My Head,Threat to Survival,1fnULsZuORnAgCFFbM8nTZ,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727,205653,4,0
Journey,Who's Crying Now,The Essential Journey,11Uatd4av1y0YD2x0mQvao,0.568,0.605,9,-7.43,0,0.0286,0.107,0.0,0.117,0.403,122.041,301133,4,0
The Strokes,Someday,Is This It,7hm4HTk9encxT0LYC0J6oI,0.539,0.521,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.679,106.035,183440,4,0
The Strokes,You Only Live Once,First Impressions Of Earth,4fPBB44eDH71YohayI4eKV,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,189227,4,0
Mumford & Sons,Believe,Wilder Mind,4A57CXs3jAmyNTMAwWaV53,0.362,0.668,2,-5.975,1,0.0431,0.035,0.0212,0.219,0.344,113.996,220867,4,0
Cream,Sunshine Of Your Love,Disraeli Gears,6FRwDxXsvSasw0y2eDArsz,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000,4,0
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),76HKOVWqsEg26SECtmw7Rz,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,4,0
Michael Jackson,Man in the Mirror - 2012 Remaster,Bad (Remastered),3c7Ctlw9MKlIQPxRH3fOTt,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,318680,4,0
Kenny Loggins,Footloose,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",2ILCAFAALHHslGAFc2NhmZ,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.077,0.494,174.089,220172,4,0
Billy Joel,The Longest Time,The Essential Billy Joel,3YhcVZIWyakQSTUJD1YMt4,0.507,0.327,3,-9.574,1,0.0286,0.183,0.0,0.11,0.627,169.54,216640,4,0
Sheryl Crow,Soak Up The Sun,C'Mon C'Mon,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996,292307,4,0
Incubus,Wish You Were Here,Morning View,6KtLECDztnah63TNmV4Plw,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,212733,4,0
John Mayer,Bigger Than My Body,Heavier Things,0Jh9EBGN205Yc7JN2zZ2f1,0.608,0.937,4,-3.071,1,0.033,0.0121,0.0403,0.309,0.515,117.304,265960,4,0
KT Tunstall,Suddenly I See,Eye To The Telescope,5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,0
